username,transaction_id,card_number,transaction_amount,card_type,transaction_date,merchant_type,transaction_status,customer_id,transaction_time
hsmarth2,615,3578837259452481,9548.87,jcb,2/18/2022,restaurant,approved,615,15.48
ptinwellh3,616,5010126211697198,350.6,mastercard,7/2/2022,restaurant,approved,616,22.96
rbalffyeh4,617,4017950125788405,8868.7,visa,5/3/2022,restaurant,approved,617,15.29
akellsh5,618,3546973852156465,3630.02,jcb,10/26/2022,restaurant,pending,618,10.89
nrahlofh6,619,3548153268614773,1797.59,jcb,11/13/2022,online,declined,619,4.27
abaakeh7,620,201866096677407,2892.14,diners-club-enroute,2/28/2022,retail,approved,620,20.09
emulrenanh8,621,36478383791205,448.82,diners-club-international,10/18/2022,retail,approved,621,0.12
prizzinih9,622,56022512625195029,2273.6,china-unionpay,9/9/2022,online,declined,622,15.14
woglessaneha,623,3537032888887097,3566.76,jcb,12/6/2022,online,declined,623,7.25
ajanaszewskihb,624,3553869622389131,5051.89,jcb,1/10/2022,online,declined,624,19.61
tyakobhc,625,3542385987553165,5878.02,jcb,9/18/2022,restaurant,approved,625,21.52
elauridsenhd,626,30353184435391,6917.51,diners-club-carte-blanche,12/8/2022,restaurant,declined,626,6.12
kspringhe,627,3551145513331348,7817.88,jcb,1/6/2022,online,declined,627,16.44
bbemrosehf,628,6771564348782904,2536.34,laser,4/9/2022,restaurant,declined,628,12.11
ccuminghg,629,3589827861385168,1455.73,jcb,5/26/2022,restaurant,declined,629,11.05
abrahamshh,630,30237127431379,8839.2,diners-club-carte-blanche,3/9/2022,restaurant,approved,630,3.08
ebewliehi,631,30411549162231,9362.16,diners-club-carte-blanche,1/3/2022,online,pending,631,19.72
rscroggiehj,632,3566194741975784,5883.6,jcb,12/16/2022,restaurant,declined,632,21.12
nsealshk,633,5235200800681274,4044.32,mastercard,11/14/2022,online,approved,633,2.54
tprobinhl,634,30469145693603,6872.31,diners-club-carte-blanche,6/6/2022,restaurant,pending,634,7.22
mmullineuxhm,635,374283994979953,7471.63,americanexpress,4/8/2022,restaurant,declined,635,7.41
efarranshn,636,5279275537531130,5332.63,mastercard,8/24/2022,online,declined,636,6.09
cmorpheyho,637,5108759352365937,5481.68,mastercard,5/15/2022,retail,declined,637,16.04
mdiscombehp,638,5002353697015956,9515.01,mastercard,8/21/2022,restaurant,declined,638,23.91
shartilhq,639,3530096689359165,4500.04,jcb,11/30/2022,retail,declined,639,9.24
ccroneenhr,640,30108368523259,2338.3,diners-club-carte-blanche,7/20/2022,retail,approved,640,10.99
brousehs,641,0604280035322765,5568.36,maestro,12/27/2022,restaurant,declined,641,10.23
sschoroderht,642,3570611718663907,3281.01,jcb,1/17/2022,online,approved,642,20.36
rmifflinhu,643,5451393223231772,3375.75,diners-club-us-ca,3/7/2022,restaurant,approved,643,12.08
kboothroydhv,644,3549962026664055,3059.09,jcb,11/15/2022,retail,declined,644,2.73
kcotterrillhw,645,56022386071813876,8346.99,china-unionpay,10/4/2022,retail,pending,645,7.71
reasterlinghx,646,30139083197418,5339.61,diners-club-carte-blanche,9/13/2022,restaurant,pending,646,10.33
pmaylourhy,647,5507019005914079,6093.55,diners-club-us-ca,5/10/2022,retail,approved,647,11.79
kkenewelhz,648,4041591253930631,6446.62,visa,8/10/2022,restaurant,approved,648,7.88
bstazikeri0,649,3548027859060671,382.62,jcb,9/9/2022,online,declined,649,14.46
vboltoni1,650,6334412850863771,202.0,solo,10/18/2022,online,pending,650,13.07
icockreni2,651,337941891444969,4127.1,americanexpress,10/27/2022,online,approved,651,22.35
aantonii3,652,5610195281277987,9423.98,bankcard,2/14/2022,restaurant,approved,652,13.94
cfrayi4,653,3537720338749681,8476.69,jcb,7/21/2022,restaurant,declined,653,3.99
ubardnami5,654,3580076706998376,4360.47,jcb,8/30/2022,retail,pending,654,7.36
edrysdalei6,655,201976511139139,9277.05,diners-club-enroute,4/9/2022,retail,pending,655,15.18
rprowsei7,656,3543011268220253,4604.0,jcb,3/31/2022,restaurant,pending,656,19.46
rkestelli8,657,3583135361468799,7922.19,jcb,6/16/2022,restaurant,declined,657,16.88
dstormonthi9,658,676209879729373293,8151.78,maestro,6/20/2022,retail,declined,658,7.95
bbrethertonia,659,3585924504750447,1420.18,jcb,1/22/2022,retail,declined,659,5.09
emccambridgeib,660,4844104203537099,5034.99,visa-electron,7/12/2022,online,declined,660,7.35
lbesnardic,661,3578711261088957,5717.09,jcb,5/17/2022,restaurant,declined,661,4.63
tredlerid,662,6709942174042925846,1261.34,laser,5/19/2022,online,approved,662,11.85
cpilcherie,663,3588240084403183,5695.62,jcb,11/24/2022,restaurant,pending,663,23.84
inorewoodif,664,3561788805298036,2841.23,jcb,11/14/2022,online,pending,664,7.55
draglesig,665,3568441444942506,114.24,jcb,6/21/2022,retail,approved,665,19.84
spudgeih,666,3585978493358240,7623.81,jcb,10/22/2022,restaurant,pending,666,11.14
soliveyii,667,5380847533414366,522.31,mastercard,1/27/2022,restaurant,declined,667,19.25
achitsonij,668,337941892515429,7819.05,americanexpress,2/7/2022,online,declined,668,7.49
mphipardshearsik,669,3554208299553357,7139.81,jcb,4/15/2022,restaurant,pending,669,9.66
ceshil,670,30331637758601,84.66,diners-club-carte-blanche,1/5/2022,online,pending,670,2.29
fcoldhamim,671,3534246901226629,5379.22,jcb,7/26/2022,restaurant,pending,671,3.59
esprayin,672,6304823958494606,1059.2,maestro,8/4/2022,online,pending,672,10.26
ksterndaleio,673,3562795419463673,8025.02,jcb,7/8/2022,retail,approved,673,4.28
atrunchionip,674,5100147567302945,4761.69,mastercard,6/1/2022,restaurant,declined,674,14.09
cocassidyiq,675,5100143984277679,2525.16,mastercard,12/16/2022,restaurant,approved,675,16.64
lplewsir,676,6759086054134481158,3739.87,switch,8/7/2022,restaurant,approved,676,9.04
icoattsis,677,676325020057255161,9294.57,maestro,4/3/2022,restaurant,pending,677,14.72
nscollardit,678,3545072701603065,9234.64,jcb,7/12/2022,retail,approved,678,20.97
tsaggiu,679,5007666057775686,4319.86,mastercard,5/30/2022,restaurant,approved,679,8.43
agazeyiv,680,4911829654900820,3201.41,switch,3/28/2022,online,approved,680,23.23
cchaloneriw,681,3552467377290223,7069.19,jcb,4/21/2022,retail,declined,681,2.08
qhemphallix,682,3574922564094246,9177.0,jcb,5/11/2022,online,approved,682,7.01
cturevilleiy,683,6706537245311909708,890.74,laser,3/19/2022,online,declined,683,13.1
grubbertsiz,684,201472902186517,9287.96,diners-club-enroute,12/29/2022,online,declined,684,17.87
mroarkj0,685,340582413560778,206.01,americanexpress,3/25/2022,restaurant,approved,685,0.84
mabrahamowitczj1,686,6304774927237093206,2352.87,laser,4/2/2022,online,approved,686,2.59
lciccottoj2,687,67596249689878777,6834.93,maestro,8/10/2022,retail,approved,687,9.41
cmathewsonj3,688,4026890904964117,6561.52,visa-electron,6/10/2022,retail,declined,688,6.75
jquincej4,689,5448957388046922,5800.02,mastercard,5/12/2022,online,approved,689,16.43
lchesworthj5,690,3535413043743635,7649.06,jcb,7/14/2022,retail,declined,690,1.48
gcammiemilej6,691,3546404250877213,838.7,jcb,5/27/2022,retail,approved,691,12.93
kcabanej7,692,5602221095899178,5935.87,bankcard,3/4/2022,restaurant,declined,692,14.1
bgilyottj8,693,6767260990598447006,2582.05,solo,8/3/2022,retail,declined,693,5.2
olorrimanj9,694,3567316662434199,5003.21,jcb,12/11/2022,retail,declined,694,7.65
mpidgeleyja,695,5108758679165988,610.33,mastercard,7/4/2022,online,approved,695,11.28
lelacoatejb,696,060481249970596933,6180.44,maestro,7/17/2022,retail,declined,696,6.74
mpickardjc,697,5414569370518097,8490.19,diners-club-us-ca,5/27/2022,restaurant,declined,697,1.4
ddalglieshjd,698,3537136629804475,2779.12,jcb,12/14/2022,retail,approved,698,6.13
aoriginje,699,6331101392896562,4476.18,switch,5/12/2022,online,approved,699,5.17
bcopsjf,700,561082009406460124,5325.43,china-unionpay,12/6/2022,restaurant,declined,700,6.28
tmassinghamjg,701,56022307016355963,526.24,china-unionpay,8/26/2022,restaurant,pending,701,11.9
keskriettjh,702,3562207110079527,3922.84,jcb,4/30/2022,restaurant,pending,702,19.11
jhalfacreeji,703,4540813425460,1376.71,visa,3/2/2022,online,pending,703,3.32
fblomefieldjj,704,5175395161251618,9204.1,mastercard,9/24/2022,retail,declined,704,14.07
rgeppjk,705,5602248654959275,9516.74,bankcard,2/19/2022,retail,approved,705,3.06
jsherwilljl,706,3552580933248012,2818.23,jcb,2/3/2022,retail,pending,706,14.17
cgoodlipjm,707,36292602402084,8114.66,diners-club-international,12/16/2022,online,declined,707,15.45
ecrippesjn,708,6371499849943784,5826.54,instapayment,3/16/2022,restaurant,declined,708,22.96
fboobierjo,709,670689805955159579,5622.41,laser,11/3/2022,online,approved,709,20.93
sjohnsonjp,710,3560993470922560,9053.87,jcb,11/29/2022,restaurant,pending,710,0.64
gharbackjq,711,3540345300782968,6196.34,jcb,2/24/2022,restaurant,pending,711,20.33
jmcrilljr,712,374622861526746,3696.13,americanexpress,3/26/2022,restaurant,pending,712,4.81
eharradjs,713,3556115589453495,3534.4,jcb,4/10/2022,online,pending,713,16.65
hmcneilliejt,714,3543658498422768,9170.16,jcb,6/16/2022,online,pending,714,19.79
tleversuchju,715,5602220689323748378,9690.72,china-unionpay,11/11/2022,online,pending,715,7.4
jaylettjv,716,5602244132533303,1384.29,bankcard,5/9/2022,retail,pending,716,3.16
msaxbyjw,717,4041375694788992,8162.88,visa,7/17/2022,retail,approved,717,19.14
lkornalikjx,718,3530916738832336,4631.78,jcb,9/23/2022,restaurant,pending,718,11.15
abilamjy,719,56022587959704349,1945.44,china-unionpay,9/16/2022,restaurant,pending,719,3.13
dbarrasjz,720,201928490316543,5984.61,diners-club-enroute,10/7/2022,restaurant,pending,720,1.96
rsaizk0,721,5311655915533933,7740.82,mastercard,10/7/2022,online,declined,721,12.01
dfidiank1,722,3575201005731354,650.84,jcb,12/24/2022,online,approved,722,13.25
hbeddallk2,723,3539234708200075,3990.9,jcb,8/7/2022,online,approved,723,12.83
prederk3,724,5138848339087161,4167.98,mastercard,11/12/2022,online,pending,724,13.13
gpaolottok4,725,4175003864669655,6142.45,visa-electron,5/28/2022,restaurant,pending,725,19.16
ntonguek5,726,5602232375715083,3916.67,bankcard,6/3/2022,retail,approved,726,12.04
bfawlkesk6,727,3557571220248554,6063.37,jcb,8/19/2022,online,declined,727,5.07
etellwrightk7,728,201601847074137,3933.17,diners-club-enroute,4/12/2022,restaurant,pending,728,15.75
cpilgramk8,729,3570659755937817,5817.31,jcb,12/21/2022,restaurant,pending,729,6.04
scowperthwaitek9,730,3539276496745936,9627.58,jcb,10/18/2022,online,approved,730,8.64
anolletka,731,3539384313356786,1469.44,jcb,9/21/2022,retail,pending,731,14.86
ryerburykb,732,3582240564273029,5511.52,jcb,12/5/2022,retail,declined,732,8.59
hchiswellkc,733,201862370042681,6477.66,diners-club-enroute,6/20/2022,online,pending,733,18.12
nschultzkd,734,3559731060648580,2080.11,jcb,4/8/2022,restaurant,declined,734,10.97
rcadleke,735,4911786008342618961,9555.52,switch,12/11/2022,online,declined,735,21.58
kreynardkf,736,0604900192957439560,6809.74,maestro,6/17/2022,online,declined,736,6.5
sprettyjohnkg,737,5602224795607088815,8974.95,china-unionpay,6/10/2022,restaurant,declined,737,22.3
zwhineskh,738,4917651956718393,6396.62,visa-electron,7/2/2022,retail,pending,738,11.46
mbottomoreki,739,5100137574277404,3051.42,mastercard,3/22/2022,retail,declined,739,9.87
cfroggattkj,740,4913402800629483,5230.46,visa-electron,9/4/2022,restaurant,pending,740,3.41
cheynenkk,741,3531176774159016,1476.7,jcb,11/10/2022,retail,approved,741,19.65
tmclaykl,742,6331105410684330,2812.53,switch,9/10/2022,retail,approved,742,16.43
cgrumellkm,743,676204288049612999,5807.13,maestro,6/11/2022,restaurant,declined,743,23.71
ustricklerkn,744,6304053959044297,818.49,maestro,7/10/2022,online,declined,744,23.11
bmasdonko,745,58931638261566789,2650.85,maestro,5/19/2022,online,declined,745,13.11
rpigfordkp,746,5496392503166341,9103.27,mastercard,4/6/2022,retail,approved,746,1.91
afawleykq,747,337941476745905,4885.19,americanexpress,2/22/2022,retail,pending,747,3.48
pwarrykr,748,5602258343012972,6753.9,bankcard,8/28/2022,restaurant,pending,748,4.12
dkristiansenks,749,3544511350631241,9781.09,jcb,3/24/2022,retail,pending,749,9.26
smitroshinovkt,750,5524487589699037,9922.22,mastercard,1/9/2022,online,pending,750,18.3
rwilliamku,751,4041379903339,4428.66,visa,2/15/2022,restaurant,declined,751,23.59
psultankv,752,3553634304545784,3920.09,jcb,2/11/2022,restaurant,approved,752,14.63
mhilbournekw,753,3565992033586974,2791.87,jcb,8/30/2022,online,approved,753,23.72
eschustlkx,754,5108750767694250,3453.36,mastercard,4/13/2022,restaurant,pending,754,16.78
ccapronky,755,5610519468657549,1389.96,bankcard,4/20/2022,restaurant,approved,755,13.39
rvaunekz,756,3543561821940268,876.73,jcb,7/5/2022,online,pending,756,7.56
calbertsl0,757,4175005996712816,5929.58,visa-electron,2/10/2022,online,declined,757,21.31
ukerreyl1,758,4017958802718751,1691.02,visa,7/13/2022,retail,pending,758,12.24
dmccreedyl2,759,3549664326684482,2658.83,jcb,2/23/2022,retail,approved,759,5.85
jsmyleyl3,760,633314090984345702,9989.18,switch,8/21/2022,retail,pending,760,7.97
tcowtherdl4,761,3582225203868859,4540.0,jcb,2/20/2022,online,declined,761,5.14
vmapotherl5,762,3580720287167329,8834.64,jcb,10/12/2022,online,declined,762,1.97
bdeackesl6,763,491162003703558717,6320.33,switch,8/27/2022,online,pending,763,6.98
vharbinl7,764,3545716747184593,1683.48,jcb,2/23/2022,retail,declined,764,16.36
ahoblel8,765,201830842339936,4863.87,diners-club-enroute,11/9/2022,online,pending,765,20.05
pdunnel9,766,3579688555271326,2079.3,jcb,11/5/2022,retail,declined,766,22.31
azanicchila,767,3582256498217023,837.82,jcb,11/29/2022,retail,declined,767,23.59
mepinaylb,768,5454030979922207,118.49,mastercard,5/31/2022,online,approved,768,12.3
jkyttorlc,769,4936929191964051680,5772.75,switch,3/8/2022,online,approved,769,17.8
tkeeld,770,3578320784887703,186.12,jcb,8/25/2022,restaurant,declined,770,8.48
seaglenle,771,4405837229643513,970.45,visa-electron,1/20/2022,online,pending,771,23.77
jhargittlf,772,3584676908873420,4132.34,jcb,4/16/2022,restaurant,approved,772,7.39
dbockmasterlg,773,4017955002084,5172.93,visa,6/18/2022,online,pending,773,5.96
jbaumertlh,774,3584252188821073,2153.48,jcb,6/5/2022,retail,approved,774,5.97
fthurlbyli,775,6334822718334734,1864.94,solo,1/21/2022,restaurant,pending,775,21.17
bbaddoelj,776,6374356854663516,4822.89,instapayment,8/29/2022,restaurant,approved,776,22.59
cyanukhinlk,777,5436582025902263,9284.2,diners-club-us-ca,8/8/2022,retail,pending,777,12.48
ktrevaskusll,778,3583217148107781,7748.85,jcb,4/1/2022,online,approved,778,19.86
ninoldlm,779,56022470657820933,4533.0,china-unionpay,1/29/2022,retail,declined,779,19.74
gcheersln,780,5211553197364963,3394.44,mastercard,4/19/2022,online,declined,780,2.35
cglasebrooklo,781,5610022556888969,7844.83,bankcard,3/16/2022,restaurant,approved,781,11.96
aburneylp,782,5494876595994828,9054.95,mastercard,11/19/2022,online,declined,782,10.22
ikennetlq,783,3533816802299486,8387.82,jcb,8/8/2022,retail,declined,783,18.66
dmcilvaneylr,784,4911988798478281,8720.78,switch,9/4/2022,online,declined,784,3.72
jduffusls,785,490382339379699468,4376.04,switch,2/8/2022,restaurant,approved,785,2.64
acrixlt,786,4913572922848771,3063.21,visa-electron,11/11/2022,online,declined,786,23.45
escarboroughlu,787,3568266018554720,3667.52,jcb,5/11/2022,restaurant,pending,787,22.01
ncurdlv,788,5242689682697153,3208.57,mastercard,1/8/2022,restaurant,approved,788,14.29
vthatcherlw,789,3549079183630686,410.23,jcb,4/27/2022,retail,pending,789,18.65
eferbrachelx,790,3564066088095248,9315.85,jcb,10/2/2022,retail,approved,790,17.87
amcmichaelly,791,3574106260207365,2981.75,jcb,9/13/2022,online,declined,791,9.47
ohuettlz,792,4508125591702885,5191.07,visa-electron,10/22/2022,retail,pending,792,18.18
hdiamondm0,793,5100170760047463,9823.05,mastercard,6/13/2022,retail,pending,793,1.4
wpinckneym1,794,676301428801903911,3042.58,maestro,1/27/2022,restaurant,approved,794,7.87
eeskriettm2,795,4917844056110229,4517.79,visa-electron,8/17/2022,restaurant,pending,795,3.73
bnorthfieldm3,796,5610009466364256,2154.97,bankcard,4/26/2022,restaurant,pending,796,16.94
mdufourm4,797,6304648600142133,17.18,laser,6/23/2022,online,approved,797,20.19
mseekingm5,798,3564863926534267,2840.85,jcb,8/27/2022,restaurant,approved,798,2.0
cspareym6,799,490593542206433192,9865.63,switch,6/20/2022,restaurant,declined,799,7.04
bgibbettsm7,800,4175007401011164,7074.08,visa-electron,3/5/2022,online,declined,800,12.08
kbromwichm8,801,3562799272510372,8005.35,jcb,9/18/2022,retail,approved,801,23.43
rfeltonm9,802,3570337010729580,1939.3,jcb,4/2/2022,retail,pending,802,2.05
ostubleyma,803,3571321433738708,1449.29,jcb,3/16/2022,retail,pending,803,4.64
djurgensenmb,804,3558126718669313,6533.88,jcb,7/31/2022,restaurant,declined,804,22.86
hdominguesmc,805,5602243454537147567,2651.37,china-unionpay,5/30/2022,restaurant,declined,805,7.63
jtitcumbmd,806,3540482590137528,1014.05,jcb,1/8/2022,restaurant,pending,806,10.02
barneme,807,3558523109949454,1509.88,jcb,6/29/2022,online,declined,807,1.41
rcornhillmf,808,3533538666289102,4864.46,jcb,1/29/2022,online,pending,808,10.04
ghammandmg,809,3589805630152374,8017.24,jcb,7/10/2022,retail,pending,809,13.06
gwhettonmh,810,3585535462706724,4137.05,jcb,8/19/2022,retail,approved,810,19.53
oramelmi,811,30163309790087,3484.03,diners-club-carte-blanche,5/19/2022,retail,approved,811,11.51
erochmj,812,5100141607547254,2233.43,mastercard,4/3/2022,online,declined,812,12.36
kbrisemk,813,4508859729276871,9377.24,visa-electron,1/11/2022,restaurant,declined,813,22.54
lsolwayml,814,5602250110761030,3447.0,bankcard,12/28/2022,online,approved,814,23.46
vsnibsonmm,815,6759119473994689851,8441.65,maestro,5/18/2022,retail,approved,815,8.38
tberneymn,816,4905873508784588040,5469.37,switch,6/24/2022,online,approved,816,8.65
gbielfeltmo,817,201906407451066,4117.58,diners-club-enroute,11/18/2022,online,declined,817,10.46
mparfettmp,818,4017951538807600,9732.74,visa,6/29/2022,retail,declined,818,7.2
jmcquartermq,819,3555761347271702,3631.88,jcb,5/8/2022,online,pending,819,17.53
dshivellmr,820,3573003294866046,8037.35,jcb,9/2/2022,retail,pending,820,14.67
gglazzardms,821,30307870828871,4738.25,diners-club-carte-blanche,4/22/2022,retail,approved,821,10.41
csnarymt,822,3570907987627809,6125.08,jcb,6/16/2022,online,declined,822,7.43
kferniemu,823,6393379298550534,4872.98,instapayment,8/28/2022,restaurant,pending,823,4.51
zbrandmv,824,3557398397860197,6070.47,jcb,6/21/2022,restaurant,declined,824,10.12
rlambillionmw,825,3572223031674104,292.46,jcb,4/29/2022,retail,declined,825,19.12
vgianolinimx,826,5511715276892092,204.6,diners-club-us-ca,9/30/2022,restaurant,pending,826,2.71
lfiskemy,827,0604173458235541,3433.11,maestro,6/25/2022,online,approved,827,18.76
ldarlisonmz,828,201628332089122,1142.54,diners-club-enroute,6/2/2022,online,approved,828,12.36
lmacduffn0,829,630445934046558836,5317.66,maestro,9/5/2022,restaurant,pending,829,3.53
rosgardbyn1,830,5602217076187161,9662.73,bankcard,10/26/2022,restaurant,pending,830,19.77
abinningn2,831,4017957634428019,4428.81,visa,12/30/2022,restaurant,pending,831,13.87
bbyartn3,832,3588912960448306,1355.18,jcb,7/2/2022,retail,approved,832,8.31
mprettyjohnn4,833,3573771648671870,2820.06,jcb,2/23/2022,retail,declined,833,11.6
rexpositon5,834,337941678020677,8756.97,americanexpress,1/17/2022,restaurant,pending,834,10.17
eoleninn6,835,4041590296521,2721.77,visa,9/24/2022,online,declined,835,8.52
bhustlern7,836,3583096895981857,9259.03,jcb,3/24/2022,retail,declined,836,14.29
bdadgen8,837,3588451551565236,7644.0,jcb,10/12/2022,restaurant,pending,837,11.52
dwibrown9,838,3562235290160668,5683.62,jcb,3/17/2022,online,approved,838,15.12
dtrusdalena,839,3551679408255287,2545.71,jcb,6/17/2022,retail,approved,839,15.5
rdelvesnb,840,6759836844862695,332.54,maestro,1/27/2022,retail,declined,840,2.54
romullaneync,841,3564639242408802,5728.89,jcb,2/17/2022,retail,approved,841,1.4
mkeevesnd,842,5100142073083550,546.17,mastercard,8/16/2022,retail,pending,842,8.89
ideathridgene,843,67068630569618871,2248.73,laser,8/6/2022,online,pending,843,2.32
ttuftnf,844,5100132050667616,1464.98,mastercard,11/4/2022,retail,pending,844,2.33
tkearnsng,845,3537290207227318,329.75,jcb,1/30/2022,retail,pending,845,21.92
tferrerinh,846,3566260736737412,8675.18,jcb,4/8/2022,online,declined,846,5.0
egreggorni,847,50203543274225225,811.1,maestro,3/26/2022,retail,pending,847,2.25
fpetticrownj,848,58939301478778828,1836.57,maestro,12/26/2022,retail,declined,848,14.14
cogbornenk,849,374288736155259,4445.55,americanexpress,12/29/2022,restaurant,approved,849,10.63
lmatityahunl,850,6709951773622322403,4456.33,laser,3/11/2022,restaurant,declined,850,7.21
jhoffnernm,851,589362470776598491,3000.65,maestro,1/31/2022,retail,approved,851,19.33
achatelainnn,852,56022579374983426,9407.38,china-unionpay,11/7/2022,retail,pending,852,3.69
jgreetno,853,201423038180015,5754.56,diners-club-enroute,10/3/2022,retail,pending,853,0.87
lmenaultnp,854,3531653772765671,9489.64,jcb,4/21/2022,restaurant,pending,854,5.69
wmarrownq,855,3582116650598034,9642.98,jcb,9/28/2022,online,approved,855,17.21
mbarkasnr,856,3589932806406994,8983.99,jcb,10/10/2022,online,pending,856,21.1
schildsns,857,503850277674711641,805.24,maestro,11/7/2022,retail,declined,857,11.62
gheindrichnt,858,3569604548125604,3561.62,jcb,3/28/2022,online,approved,858,18.83
odalstonnu,859,3528813192862541,9251.13,jcb,1/7/2022,retail,declined,859,22.34
dromeufnv,860,3574038951593243,3442.54,jcb,10/13/2022,retail,approved,860,17.94
cavonnw,861,3573520034664571,6979.16,jcb,7/31/2022,restaurant,approved,861,15.16
uarrowsmithnx,862,3562363548478862,6466.68,jcb,10/16/2022,online,approved,862,13.68
gmoineny,863,630453472158601184,1982.29,laser,7/13/2022,retail,declined,863,13.87
awillsherenz,864,371376748440356,4209.52,americanexpress,1/19/2022,online,approved,864,3.89
edebulliono0,865,201620656601129,2736.81,diners-club-enroute,10/16/2022,restaurant,pending,865,0.78
rburrageo1,866,5602230747714821242,9830.27,china-unionpay,4/23/2022,restaurant,declined,866,7.15
rjezzardo2,867,3554084539060408,8350.43,jcb,6/18/2022,online,pending,867,19.0
abrosolio3,868,560222489657822722,8470.85,china-unionpay,3/11/2022,online,pending,868,11.95
hshimmanso4,869,5108759513698499,8659.62,mastercard,12/9/2022,restaurant,pending,869,5.87
usillimano5,870,3555087982758468,1522.17,jcb,5/12/2022,online,declined,870,14.88
dandreuccio6,871,6379200678718392,4579.21,instapayment,12/18/2022,restaurant,approved,871,1.88
mlyndso7,872,6371510046227084,7546.65,instapayment,10/20/2022,restaurant,approved,872,10.51
asanso8,873,4917279002303257,1905.51,visa-electron,8/30/2022,restaurant,approved,873,12.94
amorcho9,874,3564293359500306,5958.01,jcb,6/3/2022,restaurant,declined,874,11.18
clashmoreoa,875,3566844144268472,199.46,jcb,9/29/2022,restaurant,approved,875,11.75
tchatresob,876,5610020684627317,9469.39,bankcard,11/14/2022,retail,approved,876,9.37
ralldridgeoc,877,30040191960871,9499.31,diners-club-carte-blanche,6/6/2022,retail,pending,877,5.07
mbridgelandod,878,30173515150885,7052.75,diners-club-carte-blanche,2/28/2022,online,approved,878,19.59
sdenidgeoe,879,3555441712734580,9295.74,jcb,1/18/2022,online,pending,879,17.41
cbenedictof,880,5526647424858613,4976.59,diners-club-us-ca,2/8/2022,retail,declined,880,3.06
gcarseog,881,4844725720425556,1366.4,visa-electron,7/8/2022,online,pending,881,7.73
maxstonoh,882,6392824302917089,8831.39,instapayment,3/9/2022,restaurant,approved,882,3.96
hdinningoi,883,5048379629733867,745.02,mastercard,4/23/2022,retail,declined,883,20.12
hdeandisieoj,884,5133059485617927,4221.78,mastercard,1/21/2022,restaurant,approved,884,3.03
nhucknallok,885,201876260393335,8190.49,diners-club-enroute,3/5/2022,retail,approved,885,8.89
bgarvillol,886,3575195788641881,6213.05,jcb,9/16/2022,online,declined,886,4.15
rkonertom,887,4017953490216,617.78,visa,2/16/2022,retail,pending,887,23.94
rcorneron,888,5038914193554976,3617.3,maestro,1/23/2022,restaurant,approved,888,13.25
ksimmansoo,889,3546383007830792,7316.75,jcb,3/5/2022,online,approved,889,7.2
kvaleop,890,4041590768933,4589.37,visa,9/1/2022,restaurant,approved,890,15.38
fsawfordeoq,891,3561246655979593,8702.11,jcb,9/28/2022,retail,pending,891,13.61
eforsdykeor,892,3558244462217039,2556.81,jcb,8/18/2022,retail,declined,892,10.8
bferrarios,893,374622892464719,312.32,americanexpress,10/22/2022,restaurant,pending,893,14.78
bpersseot,894,3545067967346425,8540.59,jcb,10/12/2022,retail,pending,894,10.79
bgostageou,895,3587901513635320,8596.37,jcb,6/3/2022,restaurant,approved,895,23.87
tperetov,896,3550027765767976,7940.59,jcb,2/27/2022,retail,pending,896,8.72
cworganow,897,3555013782405118,9566.83,jcb,9/16/2022,restaurant,pending,897,14.39
sricharzox,898,30587648766541,9098.67,diners-club-carte-blanche,8/26/2022,online,pending,898,4.13
cdandyoy,899,5108756063929027,530.79,mastercard,4/12/2022,retail,approved,899,19.15
mtongeoz,900,3589896608926428,7297.52,jcb,5/11/2022,online,declined,900,11.94
kfowleyp0,901,5544223138546148,3585.43,diners-club-us-ca,3/26/2022,restaurant,pending,901,12.25
dreasunp1,902,3573598717288660,7912.94,jcb,8/23/2022,online,pending,902,15.08
lkewp2,903,67098349557359935,1776.21,laser,1/16/2022,restaurant,declined,903,9.38
hpeyep3,904,5602242606266020,906.99,bankcard,12/11/2022,restaurant,approved,904,22.38
floxdalep4,905,3550327920158701,7672.21,jcb,11/13/2022,restaurant,declined,905,0.28
gcolletep5,906,6759804476378642081,6113.02,maestro,6/13/2022,restaurant,approved,906,10.58
ncheverellp6,907,379388594833842,3451.52,americanexpress,5/8/2022,retail,declined,907,14.08
cdoggartp7,908,5610201719125986,8324.23,bankcard,5/15/2022,restaurant,approved,908,23.36
abaniardp8,909,3559555269664324,8799.71,jcb,4/17/2022,retail,pending,909,8.09
rbelchamberp9,910,3538116971132195,8548.52,jcb,6/8/2022,online,approved,910,18.03
syorstonpa,911,3561607386692674,7242.99,jcb,7/13/2022,online,pending,911,15.74
cleerepb,912,3588035265387837,3978.29,jcb,5/2/2022,restaurant,pending,912,23.77
ncarlucciopc,913,5376971301799299,266.56,mastercard,9/26/2022,retail,declined,913,10.83
fpenticootpd,914,6388854784240185,2270.27,instapayment,1/7/2022,restaurant,declined,914,14.81
vgaddiepe,915,3568320239377906,1899.94,jcb,11/25/2022,restaurant,approved,915,16.53
kwaliszekpf,916,3531265931832886,6494.27,jcb,7/10/2022,restaurant,pending,916,10.14
griceardspg,917,4041372587965217,7872.66,visa,5/29/2022,retail,approved,917,19.94
abraithwaitph,918,3576385554056591,8146.85,jcb,8/5/2022,retail,declined,918,6.33
rlingpi,919,493676295915433227,8534.57,switch,1/21/2022,retail,approved,919,17.45
pcatherinepj,920,4936053402958722,2589.46,switch,11/7/2022,retail,approved,920,12.32
